name,id,width,height,icon_width,icon_height,features,fleaMarket,flea_avg48,flea_ch48percent,prapor,therapist,fence,skier,peacekeeper,mechanic,ragman,jaeger
RayBench,5aa2b9aee5b5b00015693121,2,1,,,,11999,11889,-5.64,,,1432,1754,16,,2219,
Cowboy,5aa2b9ede5b5b000137b758b,2,2,,,,12900,15657,2.56,,,7805,9561,89,,12098,
Fleece,5aa2ba19e5b5b00014028f4e,1,1,,,,4500,5916,-38.02,,,1804,2209,20,,2796,
UXPRO,5aa2ba46e5b5b000137b758d,1,1,,,,14000,18527,-20.23,,,817,1001,9,,1266,
Sordin,5aa2ba71e5b5b000137b758f,2,2,,,,35000,39836,1.91,,,15661,19185,178,,24275,
NF 34mm,5aa66a9be5b5b0214e506e89,2,1,,,,26000,27995,-7.46,,,3803,,43,5325,,
ATACR 7-35x56,5aa66be6e5b5b0214e506e97,2,1,,,,77500,69708,3.83,,,35118,43020,399,49166,,
NF 34mm RIS,5aa66c72e5b5b00016327c93,2,1,,,,38000,20164,3.09,,,2518,,29,3525,,
6B47 DFL,5aa7cfc0e5b5b00015693143,2,2,,,,26999,33959,-2.66,,,12414,15207,141,,19241,
UNTAR,5aa7d03ae5b5b00016327db5,2,2,,,,25455,31246,-5.66,,,8558,10483,97,,13264,
SFERA-S,5aa7d193e5b5b000171d063f,2,2,,,,46799,46913,-0.28,,,30200,36995,343,,46811,
Altyn,5aa7e276e5b5b000171d0647,2,2,,,,,0,,,,64130,78560,729,,99402,
Altyn FS,5aa7e373e5b5b000137b76f0,2,1,,,,32000,32658,-5.93,,,17384,21295,198,,26945,
ZSh-1-2M FS,5aa7e3abe5b5b000171d064d,2,1,,,,24999,27218,-3.8,,,6940,8501,79,,10757,
ZSh-1-2M,5aa7e454e5b5b0214e506fa2,2,2,,,,36000,42405,2.9,,,23235,28463,264,,36015,
ZSh-1-2M,5aa7e4a4e5b5b000137b76f2,2,2,,,,37999,40653,-3.37,,,21503,26341,244,,33330,
GEN M3,5aaa4194e5b5b055d06310a5,1,2,,,,4500,12565,9.74,,,1063,,12,1488,,
GEN M3,5aaa5dfee5b5b000140293d3,1,2,,,,8999,11515,-18.72,,,1245,,14,1743,,
GEN M3,5aaa5e60e5b5b000140293d6,1,1,,,,2300,3861,-46.64,,,800,,9,1120,,
M1A,5aaf8a0be5b5b00015693243,1,2,,,,8000,16025,5.27,,,987,,11,1382,,
SOCOM16,5aaf8e43e5b5b00015693246,3,1,,,,29999,23897,-14.71,,,5222,,59,7311,,
"M1A 16""",5aaf9d53e5b5b00015042a52,4,1,,,,16000,19909,-14.89,,,6240,7644,71,8736,,
SOCOM16 M1A,5aafa1c2e5b5b00015042a56,1,1,,,,6000,8293,-30.01,,,856,1049,10,1199,,
.125 Blade,5aafa49ae5b5b00015042a58,1,1,,,,11111,11111,0,812,,649,795,7,909,,
M1A,5aafa857e5b5b00018480968,2,1,,,,,0,,15132,,12105,,138,16947,,18158
Medicine,5aafbcd986f7745e590fff23,3,3,,,,3000000,668564,-5.35,,230646,146442,,,,226985,
Ammo,5aafbde786f774389d0cbc0f,2,2,,,,290000,298685,8.41,,102407,65020,,,,100782,
SOCOM16,5ab24ef9e5b5b00fe93c9209,2,1,,,,8000,10297,-22.89,,,1677,,19,2348,,
S.A.S.S.,5ab372a310e891001717f0d8,3,1,,,,35000,42882,-1.15,,,14632,,166,20484,,
SOCOM16 thr.,5ab3afb2d8ce87001660304d,1,1,,,,9000,14717,-10.51,,,1963,2405,22,2749,,
6P21 Sb.5,5ab626e4d8ce87272e4c6e43,2,1,,,,30000,30000,0,,,623,,7,873,,
MK3 TV-104,5ab8dab586f77441cd04f2a2,3,4,,,,28000,29051,-1.55,21740,,17392,21305,198,,26957,26088
ANA M2,5ab8dced86f774646209ec87,4,4,,,,97979,93052,0.43,34344,,27475,33657,312,,42586,41212
MF-UN,5ab8e4ed86f7742d8e50c7fa,3,3,,,,39999,47108,-7.1,,,13342,16343,152,,20680,
Gzhel-K,5ab8e79e86f7742d8b372e78,3,3,,,,,0,,,,45531,55776,517,,70573,
AKS-74N,5ab8e9fcd8ce870019439434,4,1,,,,24000,31604,-2.96,12745,,10196,,116,14274,,
Attack 2,5ab8ebf186f7742d8b372e80,5,7,,,,,0,,,,28200,34545,,,43710,42300
VKBO,5ab8ee7786f7742d8f33f0b9,3,4,,,,6000,12999,-5.27,,,976,1195,,,1512,1464
Sling,5ab8f04f86f774585f4237d8,3,3,,,,3000,8402,23.35,,,737,903,,,1142,1105
Shmaska,5ab8f20c86f7745cdb629fb2,1,1,,,,4088,4508,-23.53,,,2222,2722,25,,3444,
CF,5ab8f39486f7745cd93a1cca,1,1,,,,15000,10639,-20.2,,,1381,1692,16,,2141,
Ghost,5ab8f4ff86f77431c60d91ba,1,1,,,,16000,14072,-2.71,,,2715,3326,31,,4208,
Shemagh,5ab8f85d86f7745cd93a1cf5,1,1,,,,9000,18153,-13.86,,,1703,2086,19,,2639,
APS FS,5aba62f8d8ce87001943946b,1,1,,,,2000,0,0,250,,200,245,2,280,,
APS RS,5aba637ad8ce87001773e17f,1,1,,,,10000,0,0,300,,240,294,3,336,,
APB RS,5aba639ed8ce8700182ece67,1,1,,,,2000,0,0,300,,240,294,3,336,,
M14 RS,5abcbb20d8ce87001773e258,1,1,,,,9999,0,0,235,,188,230,2,263,,
AKMSN,5abcbc27d8ce8700182eceeb,4,1,,,,20000,26168,-8.23,14486,,11588,,132,16224,,
APB,5abcc328d8ce8700194394f3,2,1,,,,5666,9071,-35.41,,,2569,3147,29,3596,,
APB,5abccb7dd8ce87001773e277,2,1,,,,24666,22829,7.13,5815,,4652,,53,6512,,
6P4N Sb.1-19,5abcd472d8ce8700166032ae,2,1,,,,38888,39629,0,,,622,,7,871,,
K-1S,5ac4c50d5acfc40019262e87,2,1,,,,15000,17367,-0.84,,,1940,2376,22,,3007,
AK-74M,5ac4cd105acfc40016339859,4,1,,,,42000,41833,-5.05,13090,,10472,,119,14661,,
6P34 Sb.15,5ac50c185acfc400163398d4,2,1,,,,7500,8839,-6.05,,,650,,7,910,,
6P34 0-1,5ac50da15acfc4001718d287,2,1,,,,9889,9944,-16.94,,,403,494,5,565,,
AK-103,5ac66bea5acfc43b321d4aec,1,2,,,,7777,9658,-26.98,,,774,,9,1083,,
6L29,5ac66c5d5acfc4001718d314,1,2,,,,19000,19557,-4.51,,,723,,8,1012,,
AK-101,5ac66cb05acfc40198510a10,4,1,,,,42938,44931,-9.53,17831,,14265,,162,19971,,
AK-102,5ac66d015acfc400180ae6e4,3,1,,,,55000,59281,-5.43,25824,,20659,,235,28922,,
AK-103,5ac66d2e5acfc43b321d4b53,4,1,,,,31888,35773,1.94,17155,,13724,,156,19214,,
AK-104,5ac66d725acfc43b321d4b60,3,1,,,,26700,29623,-3.57,19956,,15964,,181,22350,,
AK-105,5ac66d9b5acfc4001633997a,3,1,,,,38777,40706,-22.23,15431,,12344,,140,17282,,
6P20 Sb.2,5ac72e475acfc400180ae6fe,1,1,,,,558,558,0,256,,204,250,2,286,,
AK-101,5ac72e615acfc43f67248aa0,1,1,,,,7500,0,0,,,240,294,3,336,,
6P44 0-20,5ac72e725acfc400180ae701,1,1,,,,749,749,0,,,240,294,3,337,,
AK-103,5ac72e7d5acfc40016339a02,1,1,,,,9999,0,0,,,240,294,3,336,,
6P46 0-20,5ac72e895acfc43b321d4bd5,1,1,,,,9000,36293,297.94,,,240,294,3,336,,
6P44 0-20,5ac72e945acfc43f3b691116,1,1,,,,6999,0,0,,,240,294,3,336,,
6P44 Sb.1-30,5ac733a45acfc400192630e2,1,1,,,,5555,0,0,236,,188,231,2,264,,
6P20 0-20,5ac7655e5acfc40016339a19,1,1,,,,15000,15000,5,,,240,294,3,337,,
Jammer,5ac78a9b86f7741cca0bbd8d,1,1,,,,60000,55073,6.56,,,6992,,79,9789,,
PT 74M/100,5ac78eaf5acfc4001926317a,1,1,,,,8888,17609,-6.72,,,1085,,12,1519,,
FAST MT,5ac8d6885acfc400180ae7b0,2,2,,,,,0,,,,46405,56846,527,,71928,
OLI office,5ad5ccd186f774446d5706e9,1,1,,,,20000,25176,0.95,15500,19530,12400,,,,,
OLI Log.,5ad5cfbd86f7742c825d6104,1,1,,,,130000,136544,4.82,35000,44100,28000,,,,,
OLI util.,5ad5d20586f77449be26d877,1,1,,,,28000,32449,-15.03,21500,27090,17200,,,,,
Power,5ad5d49886f77455f9731921,1,1,,,,10000,19249,4.32,5000,6300,4000,,,,,
Pharmacy,5ad5d64486f774079b080af8,1,1,,,,55000,56350,-14.26,40500,51030,32400,,,,,
KIBA outer,5ad5d7d286f77450166e0a89,1,1,,,,99777,106575,-13.59,35000,44100,28000,,,,,
EMC,5ad5db3786f7743568421cce,1,1,,,,99999,116425,-19.79,25000,31500,20000,,,,,
OLI reg.,5ad7217186f7746744498875,1,1,,,,50444,51179,-2.31,40000,50400,32000,,,,,
IDEA reg.,5ad7242b86f7740a6a3abd43,1,1,,,,50999,51112,-11.99,40000,50400,32000,,,,,
Goshan reg.,5ad7247386f7747487619dc3,1,1,,,,100000,151696,-18.74,35000,44100,28000,,,,,
KIBA inner,5addaffe86f77470b455f900,1,1,,,,250000,65720,-8.74,33700,42462,26960,,,,,
.062 Blade,5addba3e5acfc4001669f0ab,1,1,,,,0,0,0,814,,651,797,7,911,,
"M1A 22""",5addbac75acfc400194dbc56,5,1,,,,39799,59429,4.7,,,9782,11983,111,13695,,
NM,5addbb6e5acfc408fb1393fd,1,1,,,,9999,14836,20.89,,,1903,2331,22,2665,,
M14 JP,5addbb825acfc408fb139400,1,1,,,,7800,7885,-10.24,,,3776,4626,43,5287,,
GoodIron,5addbb945acfc4001a5fc44e,1,1,,,,8000,12076,18.25,,,3217,3941,37,4504,,
M14 Vortex,5addbba15acfc400185c2854,1,1,,,,5599,6046,-15.4,,,2161,2647,25,3025,,
Phantom,5addbbb25acfc40015621bd9,1,1,,,,4000,4155,-27.6,,,2595,3179,29,3633,,
Archangel M1A,5addbf175acfc408fb13965b,3,1,,,,27000,31614,0.19,,,9944,,113,13922,,
M8,5addbfbb5acfc400194dbcf7,2,1,,,,44000,72611,-18.08,,,6349,,72,8889,,
M14 MSM,5addbfd15acfc40015621bde,2,1,,,,11000,11753,-13.04,,,2881,,33,4034,,
ARMS#18,5addbfe15acfc4001a5fc58b,1,1,,,,7666,19911,31.33,,,1286,,15,1801,,
UTG 4p,5addbfef5acfc400185c2857,1,1,,,,24000,24000,-96.16,,,3924,,45,5494,,
M14 DCSB,5addbffe5acfc4001714dfac,2,1,,,,5420,13210,-36,,,3162,,36,4427,,
M14 CASV-14,5addc00b5acfc4001669f144,2,1,,,,11350,17701,13.7,,,4058,,46,5682,,
M14ALCS,5addc7005acfc4001669f275,3,1,,,,15090,20255,9.47,,,7188,,82,10064,,
M14ALCS,5addc7ac5acfc400194dbd90,2,1,,,,16666,20497,27.05,,,6386,,73,8941,,
M14ALCS,5addc7db5acfc4001669f279,1,1,,,,11111,11235,-10.86,,,1045,1280,12,1463,,
M14,5addcce35acfc4001a5fc635,1,2,,,,39000,36067,-3.75,,,2320,,26,3249,,
X-14 7.62,5addccf45acfc400185c2989,1,2,,,,33000,27013,-10.15,,,7520,,85,10528,,
MTs 20-01,5adf23995acfc400185c2aeb,4,1,,,,2500,0,0,,,981,,11,1373,,
Mosin (Sniper),5ae08f0a5acfc408fb1398a1,1,1,,,,150000,296666,-1.11,7788,,6230,,71,8723,,9346
Mosin stock,5ae096d95acfc400185c2c81,4,1,,,,20000,0,0,,,984,,11,1378,,
Mosin,5ae0973a5acfc4001562206c,1,1,,,,2147,0,0,,,788,,9,1103,,
Mosin FS,5ae099875acfc4001714e593,1,1,,,,5000,0,0,262,,209,256,2,293,,
Mosin RS,5ae099925acfc4001a5fc7b3,1,1,,,,20000,0,0,439,,351,430,4,491,,
Mosin 730mm,5ae09bff5acfc4001562219d,4,1,,,,140000,72500,7.08,,,1760,2156,20,2464,,
CHandle,5ae30bad5acfc400185c2dc4,1,1,,,,25999,25999,0,411,,329,403,4,460,,
SOPMOD,5ae30c9a5acfc408fb139a03,2,1,,,,7000,10395,-0.53,,,1879,,21,2631,,
M4 Carbine,5ae30db85acfc408fb139a05,2,1,,,,9999,10000,-50,,,949,1163,11,1329,,
M4 FS,5ae30e795acfc408fb139a0b,1,1,,,,10420,0,0,,,1028,1259,12,1439,,
M870 LEO,5ae35b315acfc4001714e8b0,2,1,,,,8000,11761,-13.77,,,1004,,11,1406,,
Alu splint,5af0454c86f7746bf20992e8,1,1,,,,13500,16360,6.65,4160,5241,3328,,38,,5158,4992
Majaica,5af0484c86f7740f02001f7f,1,1,,,,12345,21378,-13.82,7488,9435,5990,7338,,,,
Elite,5af04b6486f774195a3ebb49,1,1,,,,23000,24381,-2.08,14500,18270,11600,,,,,
OScope,5af0534a86f7743b6f354284,1,1,,,,95550,83791,-0.37,42456,53494,33964,41606,,,,
Ibuprofen,5af0548586f7743a532b7e99,1,1,,,,37999,43127,-7.74,12617,15898,10094,,,,,15141
Powerbank,5af0561e86f7745f5f3ad6ac,1,1,,,,30000,29645,-1.36,10195,12846,8156,9991,,,,
M1A EBR,5af08bfd86f774223d4528e2,5,2,,,,,0,0,15132,,12105,,138,16947,,18158
M1A SASS,5af08c4486f774223b094223,6,2,,,,,0,0,15132,,12105,,138,16947,,18158
M4A1 SOPMOD I,5af08cc686f77424a61595f2,5,2,,,,,0,0,9198,,7358,,84,10302,,
M4A1 Standard,5af08cf886f774223c269184,5,2,,,,,0,0,9198,,7358,,84,10302,,
M870 Breacher,5af08d1c86f774223a7aa1b4,4,2,,,,,0,0,7601,,6080,,69,8513,,9121
TAPCO Intrafuse,5afd7ded5acfc40017541f5e,3,1,,,,12888,0,0,,,3461,,39,4846,,
SKS TAPCO,5afd7e095acfc40017541f61,2,1,,,,1870,12764,-22.98,,,668,,8,936,,
SAW SKS,5afd7e445acfc4001637e35a,1,1,,,,4999,12254,-5.18,,,1080,1323,12,1512,,
UAS AK,5b04473a5acfc40018632f70,2,1,,,,15000,19513,-1.82,,,6430,,73,9003,,
SE-5,5b057b4f5acfc4771e1bd3e9,1,1,,,,49900,59395,-0.87,,,5441,6665,62,7618,,
TD120001,5b07db875acfc40dc528a5f6,1,1,,,,23000,32999,-25.74,,,2234,2737,25,3128,,
LAS/TAC 2,5b07dd285acfc4001754240d,1,1,,,,19898,27780,-29.84,,,8362,10244,95,11707,,
F93 PRO,5b0800175acfc400153aebd4,2,1,,,,16999,19894,-2.34,,,4056,,46,5678,,
"SA58 11""",5b099a765acfc47a8607efe3,2,1,,,,22000,27454,-13.41,,,8534,10455,97,11948,,
SA58 4Rail,5b099a9d5acfc47a8607efe7,2,1,,,,12500,20330,3.41,,,3454,4232,39,4836,,
SA58/FAL,5b099ac65acfc400186331e1,1,2,,,,9999,18057,20.81,,,1112,,13,1556,,
SA58 3-pr.,5b099b7d5acfc400186331e4,1,1,,,,6000,8667,38.11,,,640,784,7,896,,
SAW SA58,5b099b965acfc400186331e6,1,1,,,,4999,11712,7.06,,,1282,1571,15,1795,,
SA58 ED,5b099bb25acfc400186331e8,2,1,,,,30000,43973,20.89,,,4627,5668,53,6478,,
SA58 adpt.,5b099bf25acfc4001637e683,1,1,,,,22222,21481,43.18,,,1040,,12,1457,,
SA-58,5b0bbe4e5acfc40dc528a72d,2,1,,,,81000,89670,-1.18,15546,,12437,,141,17412,,
SA58 Holland,5b0bc22d5acfc47a8607f085,1,1,,,,1000,0,0,235,,188,230,2,263,,
Zhukov-S AK,5b0e794b5acfc47a877359b2,2,1,,,,56999,70392,8.85,,,7417,,84,10384,,
Glock 18C,5b1fa9b25acfc40018633c01,2,1,,,,26555,29846,4.53,7612,,6090,,69,8526,,
G18C comp,5b1fa9ea5acfc40018633c0a,1,1,,,,14500,18771,17.32,,,1273,1560,14,1783,,
G18C,5b1faa0f5acfc40dc528aeb5,2,1,,,,40000,0,0,,,2614,3203,30,3660,,
6P2 bak.,5b1fb3e15acfc4001637f068,1,3,,,,7000,13703,-23.55,,,1434,,16,2008,,
AK al.,5b1fd4e35acfc40018633c39,1,2,,,,800,850,-84.56,,,280,,3,392,,
PT AKM,5b222d335acfc4771e1be099,1,1,,,,10000,15230,6.7,,,1275,,14,1785,,
PT-1,5b222d405acfc400153af4fe,2,1,,,,14444,17450,-2.69,,,4703,,53,6584,,
Raptor,5b2240bf5acfc40dc528af69,1,1,,,,12000,19534,0.04,,,2701,,31,3781,,
TROY FLR,5b237e425acfc4771e1be0b6,2,1,,,,27990,28779,-12.08,,,7695,9427,87,10773,,
TAC30,5b2388675acfc4771e1be0be,2,1,,,,31555,41245,-1.32,,,12587,15419,143,17622,,
AR-PEPR 30mm,5b2389515acfc4771e1be0c0,2,1,,,,20000,28113,0.91,,,3835,,44,5369,,
MK10 RL,5b2cfa535acfc432ff4db7a0,2,1,,,,17999,18917,-10.09,,,7178,8793,82,10049,,
MOE AK,5b30ac585acfc433000eb79c,1,1,,,,39000,35825,12.93,,,2942,3604,33,4119,,
HS401G5,5b30b0dc5acfc400153b7124,1,1,,,,12990,12124,1.71,7448,,5958,7299,68,8341,,
"MK10 3""",5b30bc165acfc40016387293,1,1,,,,14500,17453,2.14,,,690,,8,966,,
"MK10 10""",5b30bc285acfc47a8608615d,1,1,,,,55555,32299,-21.65,,,1031,,12,1444,,
ROMEO,5b31163c5acfc400153b71cb,1,1,,,,9999,9768,-20.45,,,744,,8,1042,,
ROMEO4,5b3116595acfc40019476364,1,1,,,,15000,17930,-3.49,10652,,8522,10439,97,11930,,
Salvo 12,5b363dd25acfc4001a598fd2,2,1,,,,26500,40555,-2.72,,,14260,17468,162,19964,,
12ga adpt.,5b363dea5acfc4771e1c5e7e,1,1,,,,16666,17079,7.39,,,320,392,4,448,,
12ga thr.,5b363e1b5acfc4771e1c5e80,1,1,,,,12000,18769,28.4,,,320,392,4,448,,
EMOD,5b39f8db5acfc40016387a1b,2,1,,,,18000,14479,-17.72,,,3555,,40,4977,,
P226 Hogue,5b39ffbd5acfc47a8773fb06,1,1,,,,10000,10000,25,,,1240,1519,14,1736,,
P226 Bridge,5b3a08b25acfc4001754880c,1,1,,,,14000,15576,-23.22,,,1524,,17,2134,,
Annihilator,5b3a16655acfc40016387a2a,1,1,,,,25111,35690,18.32,,,3139,3845,36,4394,,
Klesch-2U,5b3a337e5acfc4704b4a19a0,1,1,,,,19990,21141,-0.75,,,4559,5585,52,6383,,
Vulcan,5b3b6dc75acfc47a8773fb1e,1,1,,,,13554,19521,22.76,,,1007,,11,1410,,
Vulcan MG 3.5x,5b3b6e495acfc4330140bd88,2,1,,,,29000,28815,-4.94,,,18780,,213,26292,,
TT Gold,5b3b713c5acfc4330140bd8d,2,1,,,,53000,66221,8.67,11592,,9274,,105,12983,,
NF 30mm,5b3b99265acfc4704b4a1afb,2,1,,,,50000,40123,-10.59,,,2404,,27,3366,,
Vudu 1-6x24,5b3b99475acfc432ff4dcbee,2,1,,,,73000,84755,-1.79,,,17737,21728,202,24832,,
TT 116mm gild,5b3baf8f5acfc40dc5296692,1,1,,,,6999,10658,-3.25,,,3754,4599,43,5256,,
TT swag,5b3cadf35acfc400194776a0,1,1,,,,40000,0,0,,,5663,6937,64,7929,,
Vulcan MG,5b3cbc235acfc4001863ac44,1,1,,,,4299,10000,-12.25,,,281,,,394,,
Armband,5b3f16c486f7747c327f55f7,1,1,,,,0,0,0,,,,,,,451,
Armband,5b3f3ade86f7746b6b790d8e,1,1,,,,0,0,0,,,,,,,554,
Armband,5b3f3af486f774679e752c1f,1,1,,,,0,0,0,,,,,,,355,
Armband,5b3f3b0186f774021a2afef7,1,1,,,,0,0,0,,,,,,,326,
Armband,5b3f3b0e86f7746752107cda,1,1,,,,0,0,0,,,,,,,331,
Kochetov,5b3f7bf05acfc433000ecf6b,1,1,,,,1200,20013,57.02,,,503,,6,705,,
PU rings,5b3f7c005acfc4704b4a1de8,1,1,,,,5555,5852,-1.74,,,442,,5,618,,
PU 3.5x,5b3f7c1c5acfc40dc5296b1d,1,1,,,,13500,16727,12.82,,,4934,6044,56,6907,,
ULACH,5b40e1525acfc4771e1c6611,2,2,,,,54000,82592,2.68,,,31193,38212,354,,48350,
ULACH,5b40e2bc5acfc40016388216,2,2,,,,42999,61109,2.12,,,29018,35547,330,,44978,
ACHHC,5b40e3f35acfc40016388218,2,2,,,,44000,52382,1.28,,,22068,27033,251,,34205,
ACHHC,5b40e4035acfc47a87740943,2,2,,,,42000,51191,3.2,,,21030,25762,239,,32597,
BEAR,5b40e5e25acfc4001a599bea,1,1,,,,1997,0,0,,,730,895,8,,1132,
USEC,5b40e61f5acfc4001a599bec,1,1,,,,5000,0,0,,,692,848,8,,1073,
Shemagh,5b4325355acfc40019478126,1,1,,,,6998,9635,-13.62,,,1616,1979,18,,2504,
Mask,5b4326435acfc433000ed01d,1,1,,,,7700,15479,-13.02,,,2097,2569,24,,3251,
Bandana,5b43271c5acfc432ff4dce65,1,1,,,,2214,8000,17.25,,,798,977,9,,1236,
Boonie,5b4327aa5acfc400175496e0,2,2,,,,5000,7647,2.14,,,868,1063,10,,1345,
Pompon,5b4329075acfc400153b78ff,1,1,,,,7777,11402,7.05,,,1824,2234,21,,2827,
Ronin,5b4329f05acfc47a86086aa1,2,2,,,,110000,108413,-2.19,,,65964,80806,750,,102245,
Shattered,5b432b2f5acfc4771e1c6622,2,2,,,,23989,30210,-26.47,,,9576,11731,109,,14843,
Deadly Skull,5b432b6c5acfc4001a599bf0,2,2,,,,6777,7203,-15.04,,,2484,3043,28,,3850,
GSSh-01,5b432b965acfc47a8774094e,2,2,,,,14999,15997,-6.89,,,5584,6841,63,,8656,
6B34,5b432be65acfc433000ed01f,2,1,,,,3999,7052,22.78,,,1102,1349,13,,1708,
GP-5,5b432c305acfc40019478128,2,2,,,,19999,35619,-3.68,,,2554,3129,29,,3959,
LShZ,5b432d215acfc4771e1c6624,2,2,,,,29000,38968,-0.65,,,18945,23208,215,,29365,
Momex,5b432f3d5acfc4704b4a1dfb,1,1,,,,6111,8016,-18.55,,,1284,1573,15,,1990,
Bloodset,5b4335ba86f7744d2837a264,1,1,,,,6000,13172,13.7,4882,6151,3906,4784,,,,
FCond,5b43575a86f77424f443fe62,1,2,,,,56500,47170,-5.37,,38180,24241,,,,,
Camera,5b4391a586f7745321235ab2,1,1,,,,135000,139588,7.96,,,14036,,160,19651,,
Beta 2,5b44c6ae86f7742d1627baea,5,5,,,,83000,73326,-3.57,,,18674,22876,,,28945,28011
Commando,5b44c8ea86f7742d1627baf1,4,3,,,,21888,25244,-5.1,16834,,13467,16497,153,,20874,20201
TacTec,5b44cad286f77402a54ae7e5,4,4,,,,,0,,45500,,36400,44590,414,,56420,54600
Gen4 Full,5b44cd8b86f774503d30cba2,4,4,,,,,0,,,,79518,97410,904,,123253,
Gen4 Assault,5b44cf1486f77431723e3d05,4,3,,,,,0,,,,54800,67130,623,,84941,
Gen4 HMK,5b44d0de86f774503d30cba8,3,4,,,,,0,,,,47509,58199,540,,73639,
Kirasa-N,5b44d22286f774172b0c9de8,3,3,,,,50000,48950,-1.58,,,19385,23746,220,,30047,
Kiver FS,5b46238386f7741a693bcf9c,2,1,,,,10000,21437,0.17,,,8022,9827,91,,12434,
"QARS 3.2""",5b4736a986f774040571e998,1,1,,,,35555,35555,-21.49,,,670,,8,938,,
"QARS 4.2""",5b4736b986f77405cb415c10,1,1,,,,555555,555555,0,,,843,,10,1181,,
T H I C C,5b6d9ce188a4501afc1b2b25,5,2,,,,,0,,,850500,540000,,,,837000,
"SA58 16""",5b7be1125acfc4001876c0e5,3,1,,,,26999,31864,-16.42,,,9358,11464,106,13102,,
"SA58 21""",5b7be1265acfc400161d0798,4,1,,,,87654,51546,3.96,,,13224,16199,150,18513,,
SA58 4Rail full,5b7be1ca5acfc400170e2d2f,2,1,,,,11878,24532,28.2,,,3840,4704,44,5376,,
SA58 KeyMod,5b7be2345acfc400196d524a,2,1,,,,15000,14407,-21.68,,,1936,2372,22,2710,,
"Vltor 2""",5b7be4575acfc400161d0832,1,1,,,,11420,14658,-16.76,,,400,,5,560,,
"Vltor 4""",5b7be4645acfc400170e2dcc,1,1,,,,9996,16397,-8.4,,,522,,6,731,,
"Vltor 5""",5b7be46e5acfc400170e2dcf,1,1,,,,14555,14777,0,,,612,,7,857,,
"M-LOK 2.5""",5b7be47f5acfc400170e2dd2,1,1,,,,30000,24046,-19.74,,,413,,5,578,,
"M-LOK 4.1""",5b7be4895acfc400170e2dd5,1,1,,,,500000,0,0,,,629,,7,880,,
SA58 M-LOK,5b7bebc85acfc43bca706666,2,1,,,,0,0,0,,,2193,2687,25,3071,,
FAL,5b7bed205acfc400161d08cc,2,1,,,,11111,24261,1063.25,,,960,1176,11,1344,,
CASV-FAL,5b7bedd75acfc43d825283f9,2,1,,,,24777,23566,-0.42,,,6504,7968,74,9106,,
CASV-FAS,5b7bee755acfc400196d5383,2,1,,,,10999,16119,-3.13,,,5227,6403,59,7318,,
SA58/FAL,5b7bef1e5acfc43d82528402,1,1,,,,2999,8446,28.1,,,720,,8,1009,,
SA58/FAL,5b7bef5d5acfc43bca7067a3,1,2,,,,18499,25204,9.11,,,1786,,20,2500,,
X-FAL,5b7bef9c5acfc43d102852ec,1,2,,,,28000,20820,-2.46,,,10517,,120,14724,,
SA58 MMW,5b7c2d1d5acfc43d1028532a,1,2,,,,22000,21131,8.22,,,1202,,14,1683,,
Junk,5b7c710788a4506dec015957,4,4,,,,,0,,,765619,486107,,,,753466,
SLR 7.62,5b7d37845acfc400170e2f87,1,2,,,,22000,37938,21.09,,,1843,,21,2581,,
SA58/FAL PRS2,5b7d63b75acfc400170e2f8a,2,1,,,,11111,17388,-20.66,,,6478,,74,9070,,
SA58 folding,5b7d63cf5acfc4001876c8df,2,1,,,,9000,11170,-7.06,,,5606,,64,7848,,
SA58 SPR,5b7d63de5acfc400170e2f8d,2,1,,,,14500,16415,-18.18,,,9364,,106,13110,,
SA58 BRS,5b7d64555acfc4001876c8e2,2,1,,,,18000,19876,-3.96,,,6460,,73,9044,,
SA58 Hump,5b7d645e5acfc400170e2f90,2,1,,,,2800,9535,-57.06,,,1360,,15,1904,,
FAL BEL,5b7d671b5acfc43d82528ddd,2,1,,,,3362,3362,-49.83,,,1200,1470,14,1681,,
SA58,5b7d678a5acfc4001a5c4022,1,1,,,,5000,5860,-8.02,,,440,539,5,616,,
AG-FAL,5b7d679f5acfc4001a5c4024,1,1,,,,19000,19813,-14.3,,,1685,2064,19,2359,,
SA58 AUT,5b7d68af5acfc400170e30c3,1,1,,,,9000,7920,-17.54,,,935,1146,11,1309,,
X3 762,5b7d693d5acfc43bca706a3d,1,1,,,,9000,9888,-0.19,,,3126,3830,36,4377,,
FAL,5b7d6c105acfc40015109a5f,2,1,,,,9999,6400,-83.71,,,1000,1225,11,1400,,
Hexagon AK,5b800e9286f7747a8b04f3ff,2,1,,,,17000,18947,-5.4,,,11936,14621,136,16710,,
HEX med,5b800ebc86f774394e230a90,1,1,,,,31111,36697,16.91,,,589,,7,824,,
HEX short,5b800ed086f7747baf6e2f9e,1,1,,,,16000,22824,25.05,,,443,,5,620,,
Hexagon AK,5b80242286f77429445e0b47,2,1,,,,25000,30457,-5.04,,,17602,21562,200,24642,,
SA-58 AUT,5b83f22086f77464e15a1d5f,6,2,,,,,0,0,15546,,12437,,141,17412,,
SA-58 BEL,5b83f23a86f7746d3d190a73,6,2,,,,,0,0,15546,,12437,,141,17412,,
SA-58 PBR,5b83f29886f7746d956305a1,7,2,,,,,0,0,15546,,12437,,141,17412,,
HEX short,5b84038986f774774913b0c1,1,1,,,,19995,17797,-0.66,,,2600,,30,3641,,
